gene_id	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status
LITCHI000326	4217	4217	3309	1.00000000	0.78468105	FAIL	0		PASS	FAIL
LITCHI000327	2565	2565	1724	1.00000000	0.67212476	FAIL	0		PASS	FAIL
LITCHI000328	760	760	537	1.00000000	0.70657895	FAIL	0		PASS	FAIL
LITCHI000329	588	588	292	1.00000000	0.49659864	FAIL	0		PASS	FAIL
LITCHI000330	1206	1206	780	1.00000000	0.64676617	FAIL	0		PASS	FAIL
LITCHI000331	459	459	293	1.00000000	0.63834423	FAIL	0		PASS	FAIL
LITCHI000332	768	768	596	1.00000000	0.77604167	FAIL	0		PASS	FAIL
LITCHI000333	765	765	562	1.00000000	0.73464052	FAIL	0		PASS	FAIL
LITCHI000334	519	519	335	1.00000000	0.64547206	FAIL	0		PASS	FAIL
LITCHI000335	618	618	379	1.00000000	0.61326861	FAIL	0		PASS	FAIL
LITCHI000336	1524	1524	838	1.00000000	0.54986877	FAIL	0		PASS	FAIL
LITCHI000337	468	468	433	1.00000000	0.92521368	PASS	0		PASS	PASS
LITCHI000338	3743	3743	1081	1.00000000	0.28880577	FAIL	0		PASS	FAIL
LITCHI000339	963	963	503	1.00000000	0.52232606	FAIL	0		PASS	FAIL
LITCHI000340	641	641	559	1.00000000	0.87207488	PASS	0		PASS	PASS
LITCHI000341	720	720	275	1.00000000	0.38194444	FAIL	0		PASS	FAIL
LITCHI000342	438	438	286	1.00000000	0.65296804	FAIL	0		PASS	FAIL
LITCHI000343	534	534	282	1.00000000	0.52808989	FAIL	0		PASS	FAIL
LITCHI000344	423	423	423	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000345	570	570	570	1.00000000	1.00000000	PASS	1	LITCHI000346	FAIL	FAIL
LITCHI000346	909	909	909	1.00000000	1.00000000	PASS	1	LITCHI000345	FAIL	FAIL
LITCHI000347	743	743	528	1.00000000	0.71063257	FAIL	0		PASS	FAIL
LITCHI000348	396	396	137	1.00000000	0.34595960	FAIL	0		PASS	FAIL
LITCHI000349	627	627	22	1.00000000	0.03508772	FAIL	0		PASS	FAIL
LITCHI000350	402	402	62	1.00000000	0.15422886	FAIL	0		PASS	FAIL
LITCHI000351	945	945	425	1.00000000	0.44973545	FAIL	0		PASS	FAIL
LITCHI000352	1524	1524	499	1.00000000	0.32742782	FAIL	0		PASS	FAIL
LITCHI000353	1954	1954	1221	1.00000000	0.62487206	FAIL	0		PASS	FAIL
LITCHI000354	991	991	604	1.00000000	0.60948537	FAIL	0		PASS	FAIL
LITCHI000355	1065	1065	803	1.00000000	0.75399061	FAIL	0		PASS	FAIL
LITCHI000356	3176	3176	2943	1.00000000	0.92663728	PASS	0		PASS	PASS
LITCHI000357	1376	1376	463	1.00000000	0.33648256	FAIL	0		PASS	FAIL
LITCHI000358	655	655	401	1.00000000	0.61221374	FAIL	0		PASS	FAIL
LITCHI000359	1268	1268	637	1.00000000	0.50236593	FAIL	0		PASS	FAIL
LITCHI000360	438	438	348	1.00000000	0.79452055	FAIL	0		PASS	FAIL
LITCHI000361	1302	1302	677	1.00000000	0.51996928	FAIL	0		PASS	FAIL
LITCHI000362	504	504	302	1.00000000	0.59920635	FAIL	0		PASS	FAIL
LITCHI000363	810	810	556	1.00000000	0.68641975	FAIL	0		PASS	FAIL
LITCHI000364	609	609	608	1.00000000	0.99835796	PASS	0		PASS	PASS
LITCHI000365	576	576	502	1.00000000	0.87152778	PASS	0		PASS	PASS
LITCHI000366	1810	1810	1216	1.00000000	0.67182320	FAIL	1	LITCHI000367	FAIL	FAIL
LITCHI000367	1097	1097	298	1.00000000	0.27164995	FAIL	1	LITCHI000366	FAIL	FAIL
LITCHI000368	432	432	28	1.00000000	0.06481481	FAIL	0		PASS	FAIL
LITCHI000369	426	426	100	1.00000000	0.23474178	FAIL	0		PASS	FAIL
LITCHI000370	426	426	329	1.00000000	0.77230047	FAIL	0		PASS	FAIL
LITCHI000371	1897	1897	605	1.00000000	0.31892462	FAIL	0		PASS	FAIL
LITCHI000372	1646	1646	668	1.00000000	0.40583232	FAIL	0		PASS	FAIL
LITCHI000373	619	619	531	1.00000000	0.85783522	PASS	0		PASS	PASS
LITCHI000374	1536	1536	1247	1.00000000	0.81184896	PASS	0		PASS	PASS
LITCHI000375	420	420	420	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000376	438	438	346	1.00000000	0.78995434	FAIL	0		PASS	FAIL
LITCHI000377	1317	1317	1291	1.00000000	0.98025816	PASS	0		PASS	PASS
LITCHI000378	723	723	720	1.00000000	0.99585062	PASS	0		PASS	PASS
LITCHI000379	349	349	349	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000380	276	276	236	1.00000000	0.85507246	PASS	0		PASS	PASS
LITCHI000381	650	650	629	1.00000000	0.96769231	PASS	0		PASS	PASS
LITCHI000382	501	501	324	1.00000000	0.64670659	FAIL	0		PASS	FAIL
LITCHI000383	300	300	109	1.00000000	0.36333333	FAIL	0		PASS	FAIL
LITCHI000384	5150	5150	4133	1.00000000	0.80252427	PASS	0		PASS	PASS
LITCHI000385	306	306	306	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000386	1977	1977	1817	1.00000000	0.91906930	PASS	0		PASS	PASS
LITCHI000387	3924	3924	3840	1.00000000	0.97859327	PASS	0		PASS	PASS
LITCHI000388	7752	7752	7752	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000389	1709	1709	1709	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000390	5987	5987	5841	1.00000000	0.97561383	PASS	0		PASS	PASS
LITCHI000391	4572	4572	4572	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000392	2323	2323	2323	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000393	4193	4193	3911	1.00000000	0.93274505	PASS	0		PASS	PASS
LITCHI000394	1392	1392	1392	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000395	1726	1726	1726	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000396	1147	1147	1147	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000397	282	282	282	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000398	950	950	950	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000399	471	471	471	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000400	2380	2380	2380	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000401	1301	1301	1079	1.00000000	0.82936203	PASS	0		PASS	PASS
LITCHI000402	977	977	695	1.00000000	0.71136131	FAIL	0		PASS	FAIL
LITCHI000403	2247	2247	2077	1.00000000	0.92434357	PASS	0		PASS	PASS
LITCHI000404	720	720	720	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000405	1268	1268	1268	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000406	807	807	807	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000407	405	405	215	1.00000000	0.53086420	FAIL	0		PASS	FAIL
LITCHI000408	276	276	86	1.00000000	0.31159420	FAIL	0		PASS	FAIL
LITCHI000409	1755	1755	119	1.00000000	0.06780627	FAIL	0		PASS	FAIL
LITCHI000410	1056	1056	765	1.00000000	0.72443182	FAIL	0		PASS	FAIL
LITCHI000411	1191	1191	694	1.00000000	0.58270361	FAIL	0		PASS	FAIL
LITCHI000412	1065	1065	453	1.00000000	0.42535211	FAIL	0		PASS	FAIL
LITCHI000413	441	441	124	1.00000000	0.28117914	FAIL	0		PASS	FAIL
LITCHI000414	309	309	176	1.00000000	0.56957929	FAIL	0		PASS	FAIL
LITCHI000415	2392	2392	710	1.00000000	0.29682274	FAIL	0		PASS	FAIL
LITCHI000416	1266	1266	1266	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000417	1053	1053	462	1.00000000	0.43874644	FAIL	0		PASS	FAIL
LITCHI000418	333	333	233	1.00000000	0.69969970	FAIL	0		PASS	FAIL
LITCHI000419	264	264	72	1.00000000	0.27272727	FAIL	0		PASS	FAIL
LITCHI000420	348	348	124	1.00000000	0.35632184	FAIL	0		PASS	FAIL
LITCHI000421	733	733	406	1.00000000	0.55388813	FAIL	0		PASS	FAIL
LITCHI000422	2020	2020	1220	1.00000000	0.60396040	FAIL	0		PASS	FAIL
LITCHI000423	714	714	669	1.00000000	0.93697479	PASS	0		PASS	PASS
LITCHI000424	5070	5070	5070	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000425	1842	1842	1842	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000426	3994	3994	3994	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000427	396	396	396	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000428	4704	4704	4704	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000429	1445	1445	1445	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000430	3537	3537	3537	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000431	2051	2051	2040	1.00000000	0.99463676	PASS	0		PASS	PASS
LITCHI000432	3138	3138	3138	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000433	3387	3387	2596	1.00000000	0.76645999	FAIL	0		PASS	FAIL
LITCHI000434	792	792	563	1.00000000	0.71085859	FAIL	0		PASS	FAIL
LITCHI000435	3830	3830	3098	1.00000000	0.80887728	PASS	1	LITCHI000436	FAIL	FAIL
LITCHI000436	441	441	434	1.00000000	0.98412698	PASS	1	LITCHI000435	FAIL	FAIL
LITCHI000437	1845	1845	1844	1.00000000	0.99945799	PASS	0		PASS	PASS
LITCHI000438	3581	3581	3581	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000439	5776	5776	5776	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000440	2140	2140	2119	1.00000000	0.99018692	PASS	0		PASS	PASS
LITCHI000441	2276	2276	2276	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000442	183	183	183	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000443	7548	7548	7041	1.00000000	0.93282989	PASS	0		PASS	PASS
LITCHI000444	213	213	7	1.00000000	0.03286385	FAIL	0		PASS	FAIL
LITCHI000445	561	561	472	1.00000000	0.84135472	PASS	0		PASS	PASS
LITCHI000446	921	921	424	1.00000000	0.46036916	FAIL	0		PASS	FAIL
LITCHI000447	345	345	339	1.00000000	0.98260870	PASS	0		PASS	PASS
LITCHI000448	1015	1015	664	1.00000000	0.65418719	FAIL	0		PASS	FAIL
LITCHI000449	225	225	218	1.00000000	0.96888889	PASS	0		PASS	PASS
LITCHI000450	384	384	161	1.00000000	0.41927083	FAIL	0		PASS	FAIL
LITCHI000451	360	360	260	1.00000000	0.72222222	FAIL	0		PASS	FAIL
LITCHI000452	22067	22067	21507	1.00000000	0.97462274	PASS	0		PASS	PASS
LITCHI000453	492	492	371	1.00000000	0.75406504	FAIL	0		PASS	FAIL
LITCHI000454	474	474	402	1.00000000	0.84810127	PASS	0		PASS	PASS
LITCHI000455	351	351	351	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000456	4151	4151	587	1.00000000	0.14141171	FAIL	0		PASS	FAIL
LITCHI000457	2821	2821	2224	1.00000000	0.78837292	FAIL	0		PASS	FAIL
LITCHI000458	318	318	269	1.00000000	0.84591195	PASS	0		PASS	PASS
LITCHI000459	1118	1118	1086	1.00000000	0.97137746	PASS	0		PASS	PASS
LITCHI000460	912	912	669	1.00000000	0.73355263	FAIL	0		PASS	FAIL
LITCHI000461	4133	4133	662	1.00000000	0.16017421	FAIL	0		PASS	FAIL
LITCHI000462	994	994	358	1.00000000	0.36016097	FAIL	0		PASS	FAIL
LITCHI000463	984	984	307	1.00000000	0.31199187	FAIL	0		PASS	FAIL
LITCHI000464	459	459	180	1.00000000	0.39215686	FAIL	0		PASS	FAIL
LITCHI000465	1593	1593	176	1.00000000	0.11048336	FAIL	0		PASS	FAIL
LITCHI000466	408	408	122	1.00000000	0.29901961	FAIL	0		PASS	FAIL
LITCHI000467	1592	1592	51	1.00000000	0.03203518	FAIL	0		PASS	FAIL
LITCHI000468	696	696	222	1.00000000	0.31896552	FAIL	0		PASS	FAIL
LITCHI000469	1561	1561	815	1.00000000	0.52210122	FAIL	0		PASS	FAIL
LITCHI000470	583	583	337	1.00000000	0.57804460	FAIL	0		PASS	FAIL
LITCHI000471	1592	1592	53	1.00000000	0.03329146	FAIL	0		PASS	FAIL
LITCHI000472	474	474	81	1.00000000	0.17088608	FAIL	0		PASS	FAIL
LITCHI000473	1271	1271	1271	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000474	440	440	440	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000475	4645	4645	3038	1.00000000	0.65403660	FAIL	0		PASS	FAIL
LITCHI000476	243	243	243	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000477	495	495	465	1.00000000	0.93939394	PASS	0		PASS	PASS
LITCHI000478	654	654	640	1.00000000	0.97859327	PASS	2	LITCHI000479;LITCHI000480	FAIL	FAIL
LITCHI000479	621	621	599	1.00000000	0.96457327	PASS	1	LITCHI000478	FAIL	FAIL
LITCHI000480	276	276	44	1.00000000	0.15942029	FAIL	1	LITCHI000478	FAIL	FAIL
LITCHI000481	285	285	215	1.00000000	0.75438596	FAIL	0		PASS	FAIL
LITCHI000482	843	843	622	1.00000000	0.73784104	FAIL	0		PASS	FAIL
LITCHI000483	327	327	225	1.00000000	0.68807339	FAIL	0		PASS	FAIL
LITCHI000484	1137	1137	1019	1.00000000	0.89621812	PASS	0		PASS	PASS
LITCHI000485	867	867	759	1.00000000	0.87543253	PASS	0		PASS	PASS
LITCHI000486	342	342	260	1.00000000	0.76023392	FAIL	0		PASS	FAIL
LITCHI000487	522	522	522	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000488	579	579	312	1.00000000	0.53886010	FAIL	0		PASS	FAIL
LITCHI000489	3234	3234	875	1.00000000	0.27056277	FAIL	0		PASS	FAIL
LITCHI000490	1362	1362	277	1.00000000	0.20337739	FAIL	0		PASS	FAIL
LITCHI000491	789	789	285	1.00000000	0.36121673	FAIL	0		PASS	FAIL
LITCHI000492	252	252	248	1.00000000	0.98412698	PASS	0		PASS	PASS
LITCHI000493	456	456	267	1.00000000	0.58552632	FAIL	0		PASS	FAIL
LITCHI000494	201	201	9	1.00000000	0.04477612	FAIL	0		PASS	FAIL
LITCHI000495	675	675	78	1.00000000	0.11555556	FAIL	0		PASS	FAIL
LITCHI000496	357	357	187	1.00000000	0.52380952	FAIL	0		PASS	FAIL
LITCHI000497	249	249	42	1.00000000	0.16867470	FAIL	0		PASS	FAIL
LITCHI000498	282	282	65	1.00000000	0.23049645	FAIL	0		PASS	FAIL
LITCHI000499	411	411	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI000500	555	555	243	1.00000000	0.43783784	FAIL	0		PASS	FAIL
LITCHI000501	609	609	48	1.00000000	0.07881773	FAIL	0		PASS	FAIL
LITCHI000502	768	768	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI000503	1255	1255	454	1.00000000	0.36175299	FAIL	0		PASS	FAIL
LITCHI000504	417	417	206	1.00000000	0.49400480	FAIL	0		PASS	FAIL
LITCHI000505	657	657	106	1.00000000	0.16133942	FAIL	0		PASS	FAIL
LITCHI000506	2102	2102	1083	1.00000000	0.51522360	FAIL	0		PASS	FAIL
LITCHI000507	610	610	305	1.00000000	0.50000000	FAIL	0		PASS	FAIL
LITCHI000508	1011	1011	204	1.00000000	0.20178042	FAIL	0		PASS	FAIL
LITCHI000509	411	411	95	1.00000000	0.23114355	FAIL	0		PASS	FAIL
LITCHI000510	414	414	42	1.00000000	0.10144928	FAIL	0		PASS	FAIL
LITCHI000511	396	396	120	1.00000000	0.30303030	FAIL	0		PASS	FAIL
LITCHI000512	411	411	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI000513	528	528	119	1.00000000	0.22537879	FAIL	0		PASS	FAIL
LITCHI000514	429	429	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI000515	768	768	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI000516	1217	1217	385	1.00000000	0.31635168	FAIL	0		PASS	FAIL
LITCHI000517	2237	2237	426	1.00000000	0.19043362	FAIL	0		PASS	FAIL
LITCHI000518	411	411	245	1.00000000	0.59610706	FAIL	0		PASS	FAIL
LITCHI000519	352	352	110	1.00000000	0.31250000	FAIL	0		PASS	FAIL
LITCHI000520	342	342	339	1.00000000	0.99122807	PASS	0		PASS	PASS
LITCHI000521	510	510	446	1.00000000	0.87450980	PASS	0		PASS	PASS
LITCHI000522	741	741	433	1.00000000	0.58434548	FAIL	0		PASS	FAIL
LITCHI000523	1046	1046	312	1.00000000	0.29827916	FAIL	0		PASS	FAIL
LITCHI000524	510	510	126	1.00000000	0.24705882	FAIL	0		PASS	FAIL
LITCHI000525	642	642	329	1.00000000	0.51246106	FAIL	0		PASS	FAIL
LITCHI000526	1182	1182	102	1.00000000	0.08629442	FAIL	0		PASS	FAIL
LITCHI000527	420	420	420	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000528	273	273	243	1.00000000	0.89010989	PASS	0		PASS	PASS
LITCHI000529	1050	1050	927	1.00000000	0.88285714	PASS	0		PASS	PASS
LITCHI000530	989	989	986	1.00000000	0.99696663	PASS	0		PASS	PASS
LITCHI000531	1977	1977	1194	1.00000000	0.60394537	FAIL	0		PASS	FAIL
LITCHI000532	371	371	303	1.00000000	0.81671159	PASS	0		PASS	PASS
LITCHI000533	360	360	293	1.00000000	0.81388889	PASS	0		PASS	PASS
LITCHI000534	2135	2135	178	1.00000000	0.08337237	FAIL	0		PASS	FAIL
LITCHI000535	2160	2160	4	1.00000000	0.00185185	FAIL	0		PASS	FAIL
LITCHI000536	603	603	266	1.00000000	0.44112769	FAIL	0		PASS	FAIL
LITCHI000537	366	366	366	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000538	651	651	586	1.00000000	0.90015361	PASS	0		PASS	PASS
LITCHI000539	4089	4089	3224	1.00000000	0.78845684	FAIL	0		PASS	FAIL
LITCHI000540	1008	1008	1001	1.00000000	0.99305556	PASS	0		PASS	PASS
LITCHI000541	528	528	453	1.00000000	0.85795455	PASS	0		PASS	PASS
LITCHI000542	1410	1410	1181	1.00000000	0.83758865	PASS	0		PASS	PASS
LITCHI000543	480	480	447	1.00000000	0.93125000	PASS	0		PASS	PASS
LITCHI000544	678	678	507	1.00000000	0.74778761	FAIL	0		PASS	FAIL
LITCHI000545	543	543	511	1.00000000	0.94106814	PASS	0		PASS	PASS
LITCHI000546	252	252	225	1.00000000	0.89285714	PASS	0		PASS	PASS
LITCHI000547	441	441	412	1.00000000	0.93424036	PASS	0		PASS	PASS
LITCHI000548	865	865	733	1.00000000	0.84739884	PASS	0		PASS	PASS
LITCHI000549	2016	2016	1245	1.00000000	0.61755952	FAIL	0		PASS	FAIL
LITCHI000550	1083	1083	282	1.00000000	0.26038781	FAIL	0		PASS	FAIL
LITCHI000551	744	744	691	1.00000000	0.92876344	PASS	0		PASS	PASS
LITCHI000552	306	306	306	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000553	816	816	669	1.00000000	0.81985294	PASS	0		PASS	PASS
LITCHI000554	417	417	417	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000555	369	369	352	1.00000000	0.95392954	PASS	0		PASS	PASS
LITCHI000556	4382	4382	312	1.00000000	0.07120037	FAIL	0		PASS	FAIL
LITCHI000557	2192	2192	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI000558	249	249	249	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000559	1182	1182	98	1.00000000	0.08291032	FAIL	0		PASS	FAIL
LITCHI000560	948	948	332	1.00000000	0.35021097	FAIL	0		PASS	FAIL
LITCHI000561	462	462	398	1.00000000	0.86147186	PASS	0		PASS	PASS
LITCHI000562	4155	4155	3466	1.00000000	0.83417569	PASS	0		PASS	PASS
LITCHI000563	2487	2487	577	1.00000000	0.23200643	FAIL	0		PASS	FAIL
LITCHI000564	2912	2912	874	1.00000000	0.30013736	FAIL	0		PASS	FAIL
LITCHI000565	2236	2236	2121	1.00000000	0.94856887	PASS	0		PASS	PASS
LITCHI000566	6008	6008	4101	1.00000000	0.68258988	FAIL	0		PASS	FAIL
LITCHI000567	1000	1000	311	1.00000000	0.31100000	FAIL	0		PASS	FAIL
LITCHI000568	534	534	449	1.00000000	0.84082397	PASS	0		PASS	PASS
LITCHI000569	240	240	240	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000570	629	629	629	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000571	1029	1029	876	1.00000000	0.85131195	PASS	0		PASS	PASS
LITCHI000572	4736	4736	4158	1.00000000	0.87795608	PASS	1	LITCHI000573	FAIL	FAIL
LITCHI000573	3892	3892	3882	1.00000000	0.99743063	PASS	1	LITCHI000572	FAIL	FAIL
LITCHI000574	243	243	235	1.00000000	0.96707819	PASS	0		PASS	PASS
LITCHI000575	7275	7275	3991	1.00000000	0.54859107	FAIL	0		PASS	FAIL
LITCHI000576	378	378	329	1.00000000	0.87037037	PASS	0		PASS	PASS
LITCHI000577	1193	1193	438	1.00000000	0.36714166	FAIL	0		PASS	FAIL
LITCHI000578	920	920	381	1.00000000	0.41413043	FAIL	0		PASS	FAIL
LITCHI000579	318	318	81	1.00000000	0.25471698	FAIL	0		PASS	FAIL
LITCHI000580	1584	1584	1016	1.00000000	0.64141414	FAIL	0		PASS	FAIL
LITCHI000581	420	420	385	1.00000000	0.91666667	PASS	0		PASS	PASS
LITCHI000582	345	345	340	1.00000000	0.98550725	PASS	0		PASS	PASS
LITCHI000583	540	540	533	1.00000000	0.98703704	PASS	0		PASS	PASS
LITCHI000584	474	474	474	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000585	372	372	372	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000586	501	501	468	1.00000000	0.93413174	PASS	0		PASS	PASS
LITCHI000587	1534	1534	1534	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000588	347	347	347	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000589	1125	1125	1125	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000590	4614	4614	4614	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000591	6368	6368	6365	1.00000000	0.99952889	PASS	0		PASS	PASS
LITCHI000592	1538	1538	1538	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000593	763	763	763	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000594	1719	1719	1719	1.00000000	1.00000000	PASS	1	LITCHI000595	FAIL	FAIL
LITCHI000595	8724	8724	8645	1.00000000	0.99094452	PASS	1	LITCHI000594	FAIL	FAIL
LITCHI000596	789	789	789	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000597	2120	2120	2120	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000598	3319	3319	3263	1.00000000	0.98312745	PASS	1	LITCHI000599	FAIL	FAIL
LITCHI000599	477	477	477	1.00000000	1.00000000	PASS	1	LITCHI000598	FAIL	FAIL
LITCHI000600	2318	2318	2315	1.00000000	0.99870578	PASS	0		PASS	PASS
LITCHI000601	1530	1530	522	1.00000000	0.34117647	FAIL	0		PASS	FAIL
LITCHI000602	1672	1672	1296	1.00000000	0.77511962	FAIL	0		PASS	FAIL
LITCHI000603	1754	1754	596	1.00000000	0.33979475	FAIL	0		PASS	FAIL
LITCHI000604	936	936	599	1.00000000	0.63995726	FAIL	0		PASS	FAIL
LITCHI000605	1491	1491	424	1.00000000	0.28437290	FAIL	0		PASS	FAIL
LITCHI000606	648	648	577	1.00000000	0.89043210	PASS	0		PASS	PASS
LITCHI000607	1337	1337	1119	1.00000000	0.83694839	PASS	0		PASS	PASS
LITCHI000608	882	882	882	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000609	412	412	412	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000610	465	465	465	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000611	617	617	611	1.00000000	0.99027553	PASS	0		PASS	PASS
LITCHI000612	3279	3279	2865	1.00000000	0.87374199	PASS	0		PASS	PASS
LITCHI000613	870	870	742	1.00000000	0.85287356	PASS	0		PASS	PASS
LITCHI000614	501	501	496	1.00000000	0.99001996	PASS	0		PASS	PASS
LITCHI000615	1701	1701	1701	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000616	633	633	625	1.00000000	0.98736177	PASS	0		PASS	PASS
LITCHI000617	195	195	195	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000618	291	291	291	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000619	2405	2405	2395	1.00000000	0.99584200	PASS	0		PASS	PASS
LITCHI000620	252	252	252	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000621	675	675	675	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000622	537	537	537	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000623	2714	2714	2662	1.00000000	0.98084009	PASS	0		PASS	PASS
LITCHI000624	561	561	507	1.00000000	0.90374332	PASS	0		PASS	PASS
LITCHI000625	1782	1782	1412	1.00000000	0.79236813	FAIL	0		PASS	FAIL
LITCHI000626	699	699	604	1.00000000	0.86409156	PASS	0		PASS	PASS
LITCHI000627	621	621	553	1.00000000	0.89049919	PASS	0		PASS	PASS
LITCHI000628	621	621	382	1.00000000	0.61513688	FAIL	0		PASS	FAIL
LITCHI000629	447	447	400	1.00000000	0.89485459	PASS	0		PASS	PASS
LITCHI000630	1023	1023	1010	1.00000000	0.98729228	PASS	0		PASS	PASS
LITCHI000631	1865	1865	1865	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000632	2391	2391	2391	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000633	1943	1943	1943	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000634	8703	8703	8668	1.00000000	0.99597840	PASS	0		PASS	PASS
LITCHI000635	2834	2834	2834	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000636	4649	4649	4649	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000637	2678	2678	2678	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000638	1706	1706	867	1.00000000	0.50820633	FAIL	0		PASS	FAIL
LITCHI000639	1673	1673	801	1.00000000	0.47878063	FAIL	0		PASS	FAIL
LITCHI000640	1992	1992	1424	1.00000000	0.71485944	FAIL	0		PASS	FAIL
LITCHI000641	1077	1077	641	1.00000000	0.59517177	FAIL	0		PASS	FAIL
LITCHI000642	7676	7676	7454	1.00000000	0.97107869	PASS	1	LITCHI000643	FAIL	FAIL
LITCHI000643	6062	6062	5840	1.00000000	0.96337842	PASS	1	LITCHI000642	FAIL	FAIL
LITCHI000644	345	345	235	1.00000000	0.68115942	FAIL	0		PASS	FAIL
LITCHI000645	516	516	516	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI000646	297	297	201	1.00000000	0.67676768	FAIL	0		PASS	FAIL
LITCHI000647	4403	4403	3929	1.00000000	0.89234613	PASS	0		PASS	PASS
LITCHI000648	1489	1489	1147	1.00000000	0.77031565	FAIL	0		PASS	FAIL
LITCHI000649	574	574	84	1.00000000	0.14634146	FAIL	0		PASS	FAIL
LITCHI000650	237	237	158	1.00000000	0.66666667	FAIL	0		PASS	FAIL
